fecha_venta,tipo_empanada,sucursal,medio_pago,metodo_compra,cliente,unidades,precio_total,calificacion,tiempo_entrega_min
2023-11-02 16:09,Pollo,Sucursal Palermo,Tarjeta Débito,Delivery,Habitual,4,4.84,4.0,24.0
2023-07-22 00:56,Cebolla y Queso,Sucursal Centro,Tarjeta Crédito,Web,Habitual,7,17.29,2.0,
2023-10-08 02:19,Cebolla y Queso,Sucursal Palermo,Tarjeta Crédito,Delivery,Habitual,6,13.62,3.0,32.0
2023-01-25 23:50,Humita,Sucursal Norte,Tarjeta Débito,Web,Habitual,8,17.28,,
2023-06-27 03:09,Jamon y Queso,Sucursal Palermo,Tarjeta Débito,Web,Habitual,4,9.84,,
2023-10-24 22:14,Dulce de Leche,Sucursal Norte,MercadoPago,Presencial,Habitual,10,17.6,5.0,
2023-09-06 00:39,Caprese,Sucursal Oeste,Efectivo,Web,Habitual,9,15.75,,
2023-06-21 21:45,Carne Picante,Sucursal Oeste,Tarjeta Débito,Web,Nuevo,8,14.4,2.0,
2023-08-18 07:26,Jamon y Queso,Sucursal Centro,Efectivo,Presencial,Nuevo,10,20.0,4.0,
2023-09-01 02:28,Carne Picante,Sucursal Norte,MercadoPago,Presencial,Habitual,12,20.28,4.0,
2023-04-10 04:17,Humita,Sucursal Sur,Efectivo,Presencial,Habitual,6,10.92,,
